nl_query,action,time,user,source,src_ip,hostname,severity,status_code,structured_query,event_ts
show me error download events by user bob from ip 192.168.1.100 since yesterday in secure shell,download,last24h,bob,ssh,192.168.1.100,*,error,*,action=download user=bob source=ssh src_ip=192.168.1.100 severity=error earliest=-24h latest=now,2025-10-04T18:57:07
pull up informational service restart events by user root in the last 24 hours in filesystem,restart,today,root,filesystem,*,*,info,*,action=restart user=root source=filesystem severity=info earliest=@d latest=now,2025-10-04T18:17:07
pull up logout events by user bob on db-prod-02 this month in firewall,logout,last30d,bob,firewall,*,db-prod-02,*,*,action=logout user=bob source=firewall hostname=db-prod-02 earliest=-30d@d latest=now,2025-09-06T18:57:07
give me logout events by user root since yesterday in database,logout,last24h,root,database,*,*,*,*,action=logout user=root source=database earliest=-24h latest=now,2025-10-04T15:57:07
pull up login failure events by user anonymous on db-prod-02 with status 502 this month in ssh,failure,last30d,anonymous,ssh,*,db-prod-02,*,502,action=failure user=anonymous source=ssh hostname=db-prod-02 status_code=502 earliest=-30d@d latest=now,2025-09-20T18:57:07
give me err service restart events by user root on load-balancer since yesterday in host,restart,last24h,root,host,*,load-balancer,error,*,action=restart user=root source=host hostname=load-balancer severity=error earliest=-24h latest=now,2025-10-04T06:57:07
list warning download events by user bob on load-balancer this month in secure shell,download,last30d,bob,ssh,*,load-balancer,warning,*,action=download user=bob source=ssh hostname=load-balancer severity=warning earliest=-30d@d latest=now,2025-09-08T18:57:07
show me restart events by user root with status 403 the previous day in host,restart,yesterday,root,host,*,*,*,403,action=restart user=root source=host status_code=403 earliest=@d-1d latest=@d,2025-10-03T12:05:07
give me failure events by user jsmith on firewall-01 with status 404 since yesterday in nginx,error,last24h,jsmith,web,*,firewall-01,*,404,action=error user=jsmith source=web hostname=firewall-01 status_code=404 earliest=-24h latest=now,2025-10-04T00:57:07
find file upload events by user jsmith from ip 10.10.10.5 last 30 days in host,upload,last30d,jsmith,host,10.10.10.5,*,*,*,action=upload user=jsmith source=host src_ip=10.10.10.5 earliest=-30d@d latest=now,2025-09-25T18:57:07
show me file upload events by user alice last hour in web server,upload,last1h,alice,web,*,*,*,*,action=upload user=alice source=web earliest=-60m latest=now,2025-10-04T18:17:07
display service restart events by user jsmith since yesterday in web server,restart,last24h,jsmith,web,*,*,*,*,action=restart user=jsmith source=web earliest=-24h latest=now,2025-10-04T02:57:07
list connection events by user jsmith from ip 192.168.0.1 last 24 hours in ssh,access,last24h,jsmith,ssh,192.168.0.1,*,*,*,action=access user=jsmith source=ssh src_ip=192.168.0.1 earliest=-24h latest=now,2025-10-04T12:57:07
list request events by user jsmith on app-server-03 last 24 hours in nginx,access,last24h,jsmith,web,*,app-server-03,*,*,action=access user=jsmith source=web hostname=app-server-03 earliest=-24h latest=now,2025-10-04T04:57:07
pull up upload events last 30 days in database,upload,last30d,*,database,*,*,*,*,action=upload source=database earliest=-30d@d latest=now,2025-09-10T18:57:07
give me logins events from ip 192.168.0.1 on firewall-01 last 30 days in host,login,last30d,*,host,192.168.0.1,firewall-01,*,*,action=login source=host src_ip=192.168.0.1 hostname=firewall-01 earliest=-30d@d latest=now,2025-09-07T18:57:07
find auth success events by user anonymous past 60 minutes in network security,success,last1h,anonymous,firewall,*,*,*,*,action=success user=anonymous source=firewall earliest=-60m latest=now,2025-10-04T18:52:07
give me error events by user admin this month in secure shell,error,last30d,admin,ssh,*,*,*,*,action=error user=admin source=ssh earliest=-30d@d latest=now,2025-09-22T18:57:07
give me sign off events by user root in the last 24 hours in authentication log,logout,today,root,auth,*,*,*,*,action=logout user=root source=auth earliest=@d latest=now,2025-10-04T09:07:07
give me upload events by user bob from ip 10.10.10.5 this month in firewall logs,upload,last30d,bob,firewall,10.10.10.5,*,*,*,action=upload user=bob source=firewall src_ip=10.10.10.5 earliest=-30d@d latest=now,2025-09-22T18:57:07
show me logins events by user alice from ip 10.10.10.5 since yesterday in filesystem,login,last24h,alice,filesystem,10.10.10.5,*,*,*,action=login user=alice source=filesystem src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-04T00:57:07
list info failure events by user anonymous last 7 days in secure shell,error,last7d,anonymous,ssh,*,*,info,*,action=error user=anonymous source=ssh severity=info earliest=-7d@d latest=now,2025-10-03T18:57:07
list delete events by user jsmith past 60 minutes in firewall logs,deletion,last1h,jsmith,firewall,*,*,*,*,action=deletion user=jsmith source=firewall earliest=-60m latest=now,2025-10-04T18:57:07
list connection events by user alice with status 404 last 7 days in firewall logs,access,last7d,alice,firewall,*,*,*,404,action=access user=alice source=firewall status_code=404 earliest=-7d@d latest=now,2025-10-04T18:57:07
pull up upload events by user jsmith today in filesystem,upload,today,jsmith,filesystem,*,*,*,*,action=upload user=jsmith source=filesystem earliest=@d latest=now,2025-10-04T07:22:07
find download events by user alice past 60 minutes in web server,download,last1h,alice,web,*,*,*,*,action=download user=alice source=web earliest=-60m latest=now,2025-10-04T18:45:07
find delete events by user anonymous with status 502 today in authentication log,deletion,today,anonymous,auth,*,*,*,502,action=deletion user=anonymous source=auth status_code=502 earliest=@d latest=now,2025-10-04T02:23:07
display auth success events with status 403 this week in nginx,success,last7d,*,web,*,*,*,403,action=success source=web status_code=403 earliest=-7d@d latest=now,2025-09-29T18:57:07
show me authentication events today in machine,login,today,*,host,*,*,*,*,action=login source=host earliest=@d latest=now,2025-10-04T14:58:07
give me access events by user jsmith with status 403 past 60 minutes in firewall,access,last1h,jsmith,firewall,*,*,*,403,action=access user=jsmith source=firewall status_code=403 earliest=-60m latest=now,2025-10-04T18:13:07
give me logins events by user admin on load-balancer with status 500 since yesterday in windows event log,login,last24h,admin,windows,*,load-balancer,*,500,action=login user=admin source=windows hostname=load-balancer status_code=500 earliest=-24h latest=now,2025-10-04T11:57:07
pull up download events by user anonymous from ip 192.168.1.100 with status 403 in the last 24 hours in db,download,today,anonymous,database,192.168.1.100,*,*,403,action=download user=anonymous source=database src_ip=192.168.1.100 status_code=403 earliest=@d latest=now,2025-10-04T12:44:07
show me restart events by user bob the previous day in network security,restart,yesterday,bob,firewall,*,*,*,*,action=restart user=bob source=firewall earliest=@d-1d latest=@d,2025-10-03T21:42:07
list authentication events by user alice in the last 24 hours in file system,login,today,alice,filesystem,*,*,*,*,action=login user=alice source=filesystem earliest=@d latest=now,2025-10-04T07:22:07
find auth failure events from ip 192.168.0.1 with status 500 yesterday in firewall logs,failure,yesterday,*,firewall,192.168.0.1,*,*,500,action=failure source=firewall src_ip=192.168.0.1 status_code=500 earliest=@d-1d latest=@d,2025-10-03T18:14:07
show me failure events by user bob past 60 minutes in event viewer,error,last1h,bob,windows,*,*,*,*,action=error user=bob source=windows earliest=-60m latest=now,2025-10-04T18:43:07
list file upload events by user admin last 24 hours in file system,upload,last24h,admin,filesystem,*,*,*,*,action=upload user=admin source=filesystem earliest=-24h latest=now,2025-10-04T10:57:07
show me critical auth success events by user anonymous with status 502 this month in database,success,last30d,anonymous,database,*,*,critical,502,action=success user=anonymous source=database severity=critical status_code=502 earliest=-30d@d latest=now,2025-09-24T18:57:07
pull up connection events by user alice last hour in firewall logs,access,last1h,alice,firewall,*,*,*,*,action=access user=alice source=firewall earliest=-60m latest=now,2025-10-04T18:30:07
list error events on firewall-01 with status 200 last 24 hours in auth log,error,last24h,*,auth,*,firewall-01,*,200,action=error source=auth hostname=firewall-01 status_code=200 earliest=-24h latest=now,2025-10-03T23:57:07
display request events by user admin from ip 10.0.0.1 on db-prod-02 with status 200 past 60 minutes in firewall,access,last1h,admin,firewall,10.0.0.1,db-prod-02,*,200,action=access user=admin source=firewall src_ip=10.0.0.1 hostname=db-prod-02 status_code=200 earliest=-60m latest=now,2025-10-04T18:09:07
list service restart events by user admin from ip 10.0.0.1 with status 502 last hour in secure shell,restart,last1h,admin,ssh,10.0.0.1,*,*,502,action=restart user=admin source=ssh src_ip=10.0.0.1 status_code=502 earliest=-60m latest=now,2025-10-04T18:31:07
give me critical successful login events by user alice with status 404 since midnight in database,success,today,alice,database,*,*,critical,404,action=success user=alice source=database severity=critical status_code=404 earliest=@d latest=now,2025-10-04T03:14:07
display error events by user alice since midnight in firewall,error,today,alice,firewall,*,*,*,*,action=error user=alice source=firewall earliest=@d latest=now,2025-10-04T17:16:07
pull up request events by user bob from ip 10.0.0.1 with status 404 yesterday in secure shell,access,yesterday,bob,ssh,10.0.0.1,*,*,404,action=access user=bob source=ssh src_ip=10.0.0.1 status_code=404 earliest=@d-1d latest=@d,2025-10-03T21:41:07
give me informational sign off events by user alice past week in database,logout,last7d,alice,database,*,*,info,*,action=logout user=alice source=database severity=info earliest=-7d@d latest=now,2025-10-01T18:57:07
display successful login events by user alice from ip 10.0.0.1 this week in firewall,success,last7d,alice,firewall,10.0.0.1,*,*,*,action=success user=alice source=firewall src_ip=10.0.0.1 earliest=-7d@d latest=now,2025-09-30T18:57:07
give me logout events by user root on db-prod-02 with status 500 today in security log,logout,today,root,auth,*,db-prod-02,*,500,action=logout user=root source=auth hostname=db-prod-02 status_code=500 earliest=@d latest=now,2025-10-04T00:23:07
display file upload events by user admin last 7 days in apache,upload,last7d,admin,web,*,*,*,*,action=upload user=admin source=web earliest=-7d@d latest=now,2025-10-02T18:57:07
list error file upload events by user anonymous last 7 days in web server,upload,last7d,anonymous,web,*,*,error,*,action=upload user=anonymous source=web severity=error earliest=-7d@d latest=now,2025-10-03T18:57:07
pull up delete events by user jsmith this week in file system,deletion,last7d,jsmith,filesystem,*,*,*,*,action=deletion user=jsmith source=filesystem earliest=-7d@d latest=now,2025-10-03T18:57:07
pull up sign off events by user alice last 30 days in windows event log,logout,last30d,alice,windows,*,*,*,*,action=logout user=alice source=windows earliest=-30d@d latest=now,2025-09-05T18:57:07
display failure events by user root last hour in web server,error,last1h,root,web,*,*,*,*,action=error user=root source=web earliest=-60m latest=now,2025-10-04T18:35:07
give me delete events by user anonymous past week in security log,deletion,last7d,anonymous,auth,*,*,*,*,action=deletion user=anonymous source=auth earliest=-7d@d latest=now,2025-10-01T18:57:07
give me auth success events by user alice with status 503 last hour in secure shell,success,last1h,alice,ssh,*,*,*,503,action=success user=alice source=ssh status_code=503 earliest=-60m latest=now,2025-10-04T18:45:07
find file upload events by user bob from ip 10.0.0.1 with status 502 last 30 days in ssh,upload,last30d,bob,ssh,10.0.0.1,*,*,502,action=upload user=bob source=ssh src_ip=10.0.0.1 status_code=502 earliest=-30d@d latest=now,2025-09-23T18:57:07
show me crash events by user admin on app-server-03 this month in database,error,last30d,admin,database,*,app-server-03,*,*,action=error user=admin source=database hostname=app-server-03 earliest=-30d@d latest=now,2025-10-02T18:57:07
show me login failure events by user jsmith from ip 10.10.10.5 past 60 minutes in firewall,failure,last1h,jsmith,firewall,10.10.10.5,*,*,*,action=failure user=jsmith source=firewall src_ip=10.10.10.5 earliest=-60m latest=now,2025-10-04T18:39:07
show me warn file upload events by user jsmith from ip 10.0.0.1 last 24 hours in nginx,upload,last24h,jsmith,web,10.0.0.1,*,warning,*,action=upload user=jsmith source=web src_ip=10.0.0.1 severity=warning earliest=-24h latest=now,2025-10-04T02:57:07
pull up successful login events by user root with status 503 today in nginx,success,today,root,web,*,*,*,503,action=success user=root source=web status_code=503 earliest=@d latest=now,2025-10-04T00:51:07
find authentication events by user jsmith on firewall-01 with status 502 the previous day in firewall,login,yesterday,jsmith,firewall,*,firewall-01,*,502,action=login user=jsmith source=firewall hostname=firewall-01 status_code=502 earliest=@d-1d latest=@d,2025-10-03T04:27:07
give me access events by user anonymous this month in ssh,access,last30d,anonymous,ssh,*,*,*,*,action=access user=anonymous source=ssh earliest=-30d@d latest=now,2025-09-29T18:57:07
pull up warn failure events by user alice yesterday in file system,error,yesterday,alice,filesystem,*,*,warning,*,action=error user=alice source=filesystem severity=warning earliest=@d-1d latest=@d,2025-10-03T14:55:07
pull up successful login events by user alice past 60 minutes in filesystem,success,last1h,alice,filesystem,*,*,*,*,action=success user=alice source=filesystem earliest=-60m latest=now,2025-10-04T18:11:07
give me failure events by user root this month in secure shell,error,last30d,root,ssh,*,*,*,*,action=error user=root source=ssh earliest=-30d@d latest=now,2025-09-27T18:57:07
list info crash events by user admin since yesterday in windows,error,last24h,admin,windows,*,*,info,*,action=error user=admin source=windows severity=info earliest=-24h latest=now,2025-10-03T22:57:07
find auth failure events by user anonymous from ip 172.16.0.50 the previous day in server,failure,yesterday,anonymous,host,172.16.0.50,*,*,*,action=failure user=anonymous source=host src_ip=172.16.0.50 earliest=@d-1d latest=@d,2025-10-03T13:53:07
display info auth failure events by user bob the previous day in firewall logs,failure,yesterday,bob,firewall,*,*,info,*,action=failure user=bob source=firewall severity=info earliest=@d-1d latest=@d,2025-10-03T14:27:07
find file upload events by user admin with status 502 past 60 minutes in firewall,upload,last1h,admin,firewall,*,*,*,502,action=upload user=admin source=firewall status_code=502 earliest=-60m latest=now,2025-10-04T18:29:07
display request events by user jsmith the previous day in filesystem,access,yesterday,jsmith,filesystem,*,*,*,*,action=access user=jsmith source=filesystem earliest=@d-1d latest=@d,2025-10-03T22:38:07
show me successful login events by user bob last 24 hours in filesystem,success,last24h,bob,filesystem,*,*,*,*,action=success user=bob source=filesystem earliest=-24h latest=now,2025-10-04T09:57:07
give me restart events from ip 172.16.0.50 last 30 days in security log,restart,last30d,*,auth,172.16.0.50,*,*,*,action=restart source=auth src_ip=172.16.0.50 earliest=-30d@d latest=now,2025-09-16T18:57:07
pull up warn request events by user root from ip 172.16.0.50 with status 503 since yesterday in auth log,access,last24h,root,auth,172.16.0.50,*,warning,503,action=access user=root source=auth src_ip=172.16.0.50 severity=warning status_code=503 earliest=-24h latest=now,2025-10-04T03:57:07
show me download events by user jsmith from ip 10.0.0.1 this month in event viewer,download,last30d,jsmith,windows,10.0.0.1,*,*,*,action=download user=jsmith source=windows src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-05T18:57:07
find request events last 7 days in web server,access,last7d,*,web,*,*,*,*,action=access source=web earliest=-7d@d latest=now,2025-09-30T18:57:07
show me failure events by user alice with status 500 past 60 minutes in firewall logs,error,last1h,alice,firewall,*,*,*,500,action=error user=alice source=firewall status_code=500 earliest=-60m latest=now,2025-10-04T18:50:07
give me upload events by user alice the previous day in ssh,upload,yesterday,alice,ssh,*,*,*,*,action=upload user=alice source=ssh earliest=@d-1d latest=@d,2025-10-03T08:44:07
pull up info restart events by user anonymous on db-prod-02 past week in host,restart,last7d,anonymous,host,*,db-prod-02,info,*,action=restart user=anonymous source=host hostname=db-prod-02 severity=info earliest=-7d@d latest=now,2025-10-04T18:57:07
show me upload events by user alice on firewall-01 with status 502 last 24 hours in event viewer,upload,last24h,alice,windows,*,firewall-01,*,502,action=upload user=alice source=windows hostname=firewall-01 status_code=502 earliest=-24h latest=now,2025-10-04T16:57:07
find delete events by user jsmith from ip 192.168.1.100 on web-server-01 the previous day in apache,deletion,yesterday,jsmith,web,192.168.1.100,web-server-01,*,*,action=deletion user=jsmith source=web src_ip=192.168.1.100 hostname=web-server-01 earliest=@d-1d latest=@d,2025-10-03T10:15:07
pull up error logins events by user root today in secure shell,login,today,root,ssh,*,*,error,*,action=login user=root source=ssh severity=error earliest=@d latest=now,2025-10-04T11:27:07
pull up auth success events by user admin yesterday in ssh,success,yesterday,admin,ssh,*,*,*,*,action=success user=admin source=ssh earliest=@d-1d latest=@d,2025-10-03T02:00:07
find file deletion events by user admin last 7 days in secure shell,deletion,last7d,admin,ssh,*,*,*,*,action=deletion user=admin source=ssh earliest=-7d@d latest=now,2025-09-28T18:57:07
display upload events with status 500 last 30 days in host,upload,last30d,*,host,*,*,*,500,action=upload source=host status_code=500 earliest=-30d@d latest=now,2025-09-12T18:57:07
show me error successful login events by user jsmith on load-balancer last 30 days in secure shell,success,last30d,jsmith,ssh,*,load-balancer,error,*,action=success user=jsmith source=ssh hostname=load-balancer severity=error earliest=-30d@d latest=now,2025-09-11T18:57:07
find download events by user alice from ip 10.10.10.5 since yesterday in firewall,download,last24h,alice,firewall,10.10.10.5,*,*,*,action=download user=alice source=firewall src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-04T06:57:07
find sign off events by user root since midnight in network security,logout,today,root,firewall,*,*,*,*,action=logout user=root source=firewall earliest=@d latest=now,2025-10-04T10:02:07
list warning auth failure events by user anonymous last hour in filesystem,failure,last1h,anonymous,filesystem,*,*,warning,*,action=failure user=anonymous source=filesystem severity=warning earliest=-60m latest=now,2025-10-04T18:45:07
show me sign off events by user jsmith from ip 172.16.0.50 on firewall-01 past 60 minutes in nginx,logout,last1h,jsmith,web,172.16.0.50,firewall-01,*,*,action=logout user=jsmith source=web src_ip=172.16.0.50 hostname=firewall-01 earliest=-60m latest=now,2025-10-04T18:56:07
give me warning request events by user bob from ip 192.168.1.100 today in database,access,today,bob,database,192.168.1.100,*,warning,*,action=access user=bob source=database src_ip=192.168.1.100 severity=warning earliest=@d latest=now,2025-10-04T08:05:07
give me request events the previous day in web server,access,yesterday,*,web,*,*,*,*,action=access source=web earliest=@d-1d latest=@d,2025-10-03T01:05:07
pull up warning request events by user jsmith from ip 10.10.10.5 since yesterday in firewall,access,last24h,jsmith,firewall,10.10.10.5,*,warning,*,action=access user=jsmith source=firewall src_ip=10.10.10.5 severity=warning earliest=-24h latest=now,2025-10-04T00:57:07
display download events by user anonymous from ip 192.168.0.1 last 24 hours in secure shell,download,last24h,anonymous,ssh,192.168.0.1,*,*,*,action=download user=anonymous source=ssh src_ip=192.168.0.1 earliest=-24h latest=now,2025-10-04T13:57:07
display err upload events by user root from ip 10.10.10.5 in the last 24 hours in host,upload,today,root,host,10.10.10.5,*,error,*,action=upload user=root source=host src_ip=10.10.10.5 severity=error earliest=@d latest=now,2025-10-04T07:06:07
pull up service restart events by user anonymous last 30 days in database,restart,last30d,anonymous,database,*,*,*,*,action=restart user=anonymous source=database earliest=-30d@d latest=now,2025-10-02T18:57:07
list emergency file upload events by user jsmith yesterday in db,upload,yesterday,jsmith,database,*,*,critical,*,action=upload user=jsmith source=database severity=critical earliest=@d-1d latest=@d,2025-10-03T00:20:07
display critical sign off events by user jsmith past 60 minutes in host,logout,last1h,jsmith,host,*,*,critical,*,action=logout user=jsmith source=host severity=critical earliest=-60m latest=now,2025-10-04T18:48:07
show me file deletion events by user anonymous from ip 192.168.0.1 last hour in secure shell,deletion,last1h,anonymous,ssh,192.168.0.1,*,*,*,action=deletion user=anonymous source=ssh src_ip=192.168.0.1 earliest=-60m latest=now,2025-10-04T18:26:07
list file download events on firewall-01 last 7 days in event viewer,download,last7d,*,windows,*,firewall-01,*,*,action=download source=windows hostname=firewall-01 earliest=-7d@d latest=now,2025-10-03T18:57:07
list failed login events by user bob from ip 192.168.1.100 past 60 minutes in db,failure,last1h,bob,database,192.168.1.100,*,*,*,action=failure user=bob source=database src_ip=192.168.1.100 earliest=-60m latest=now,2025-10-04T18:27:07
give me critical restart events by user bob past 60 minutes in secure shell,restart,last1h,bob,ssh,*,*,critical,*,action=restart user=bob source=ssh severity=critical earliest=-60m latest=now,2025-10-04T18:18:07
pull up access events by user alice on app-server-03 last hour in windows event log,access,last1h,alice,windows,*,app-server-03,*,*,action=access user=alice source=windows hostname=app-server-03 earliest=-60m latest=now,2025-10-04T18:54:07
pull up warning failure events last 24 hours in machine,error,last24h,*,host,*,*,warning,*,action=error source=host severity=warning earliest=-24h latest=now,2025-10-04T00:57:07
show me logout events by user jsmith on firewall-01 last 30 days in filesystem,logout,last30d,jsmith,filesystem,*,firewall-01,*,*,action=logout user=jsmith source=filesystem hostname=firewall-01 earliest=-30d@d latest=now,2025-09-19T18:57:07
pull up info service restart events by user alice from ip 10.0.0.1 last hour in db,restart,last1h,alice,database,10.0.0.1,*,info,*,action=restart user=alice source=database src_ip=10.0.0.1 severity=info earliest=-60m latest=now,2025-10-04T18:33:07
pull up sign off events by user anonymous from ip 172.16.0.50 since yesterday in filesystem,logout,last24h,anonymous,filesystem,172.16.0.50,*,*,*,action=logout user=anonymous source=filesystem src_ip=172.16.0.50 earliest=-24h latest=now,2025-10-04T02:57:07
give me authentication events by user jsmith yesterday in windows,login,yesterday,jsmith,windows,*,*,*,*,action=login user=jsmith source=windows earliest=@d-1d latest=@d,2025-10-03T12:05:07
pull up auth success events from ip 192.168.1.100 this month in file system,success,last30d,*,filesystem,192.168.1.100,*,*,*,action=success source=filesystem src_ip=192.168.1.100 earliest=-30d@d latest=now,2025-09-10T18:57:07
give me restart events by user alice from ip 10.0.0.1 last 30 days in apache,restart,last30d,alice,web,10.0.0.1,*,*,*,action=restart user=alice source=web src_ip=10.0.0.1 earliest=-30d@d latest=now,2025-09-17T18:57:07
find crash events by user anonymous from ip 10.10.10.5 with status 200 since midnight in firewall logs,error,today,anonymous,firewall,10.10.10.5,*,*,200,action=error user=anonymous source=firewall src_ip=10.10.10.5 status_code=200 earliest=@d latest=now,2025-10-04T08:38:07
list failure events by user bob with status 500 last 30 days in ssh,error,last30d,bob,ssh,*,*,*,500,action=error user=bob source=ssh status_code=500 earliest=-30d@d latest=now,2025-09-25T18:57:07
pull up error logins events by user root past 60 minutes in filesystem,login,last1h,root,filesystem,*,*,error,*,action=login user=root source=filesystem severity=error earliest=-60m latest=now,2025-10-04T18:38:07
show me failed login events by user bob on web-server-01 today in secure shell,failure,today,bob,ssh,*,web-server-01,*,*,action=failure user=bob source=ssh hostname=web-server-01 earliest=@d latest=now,2025-10-04T02:52:07
give me informational auth success events by user root from ip 192.168.1.100 yesterday in file system,success,yesterday,root,filesystem,192.168.1.100,*,info,*,action=success user=root source=filesystem src_ip=192.168.1.100 severity=info earliest=@d-1d latest=@d,2025-10-03T12:48:07
show me failure events by user admin with status 502 since yesterday in file system,error,last24h,admin,filesystem,*,*,*,502,action=error user=admin source=filesystem status_code=502 earliest=-24h latest=now,2025-10-04T17:57:07
display failure events by user admin in the last 24 hours in database,error,today,admin,database,*,*,*,*,action=error user=admin source=database earliest=@d latest=now,2025-10-04T17:56:07
display failure events from ip 10.0.0.1 on app-server-03 with status 200 since yesterday in server,error,last24h,*,host,10.0.0.1,app-server-03,*,200,action=error source=host src_ip=10.0.0.1 hostname=app-server-03 status_code=200 earliest=-24h latest=now,2025-10-03T22:57:07
pull up successful login events since yesterday in network security,success,last24h,*,firewall,*,*,*,*,action=success source=firewall earliest=-24h latest=now,2025-10-04T03:57:07
list info file upload events by user admin from ip 10.10.10.5 this week in event viewer,upload,last7d,admin,windows,10.10.10.5,*,info,*,action=upload user=admin source=windows src_ip=10.10.10.5 severity=info earliest=-7d@d latest=now,2025-10-03T18:57:07
display file deletion events by user jsmith this month in file system,deletion,last30d,jsmith,filesystem,*,*,*,*,action=deletion user=jsmith source=filesystem earliest=-30d@d latest=now,2025-10-03T18:57:07
give me request events by user bob from ip 10.10.10.5 since yesterday in firewall,access,last24h,bob,firewall,10.10.10.5,*,*,*,action=access user=bob source=firewall src_ip=10.10.10.5 earliest=-24h latest=now,2025-10-03T19:57:07
show me info restart events by user alice on load-balancer with status 403 past 60 minutes in ssh,restart,last1h,alice,ssh,*,load-balancer,info,403,action=restart user=alice source=ssh hostname=load-balancer severity=info status_code=403 earliest=-60m latest=now,2025-10-04T18:13:07
display login failure events in the last 24 hours in windows event log,failure,today,*,windows,*,*,*,*,action=failure source=windows earliest=@d latest=now,2025-10-04T07:06:07
list failed login events by user jsmith last 7 days in windows event log,failure,last7d,jsmith,windows,*,*,*,*,action=failure user=jsmith source=windows earliest=-7d@d latest=now,2025-10-03T18:57:07
list successful login events by user jsmith on firewall-01 with status 502 yesterday in file system,success,yesterday,jsmith,filesystem,*,firewall-01,*,502,action=success user=jsmith source=filesystem hostname=firewall-01 status_code=502 earliest=@d-1d latest=@d,2025-10-03T01:59:07
find auth success events yesterday in db,success,yesterday,*,database,*,*,*,*,action=success source=database earliest=@d-1d latest=@d,2025-10-03T19:29:07
list file download events last 24 hours in apache,download,last24h,*,web,*,*,*,*,action=download source=web earliest=-24h latest=now,2025-10-04T00:57:07
find logout events by user admin from ip 10.10.10.5 this week in secure shell,logout,last7d,admin,ssh,10.10.10.5,*,*,*,action=logout user=admin source=ssh src_ip=10.10.10.5 earliest=-7d@d latest=now,2025-09-28T18:57:07
find informational authentication events by user root the previous day in db,login,yesterday,root,database,*,*,info,*,action=login user=root source=database severity=info earliest=@d-1d latest=@d,2025-10-03T21:48:07
find service restart events since midnight in nginx,restart,today,*,web,*,*,*,*,action=restart source=web earliest=@d latest=now,2025-10-04T03:12:07
pull up download events with status 404 last hour in network security,download,last1h,*,firewall,*,*,*,404,action=download source=firewall status_code=404 earliest=-60m latest=now,2025-10-04T18:34:07
pull up delete events by user admin on firewall-01 yesterday in db,deletion,yesterday,admin,database,*,firewall-01,*,*,action=deletion user=admin source=database hostname=firewall-01 earliest=@d-1d latest=@d,2025-10-03T05:34:07
give me auth success events by user jsmith on firewall-01 with status 500 this month in event viewer,success,last30d,jsmith,windows,*,firewall-01,*,500,action=success user=jsmith source=windows hostname=firewall-01 status_code=500 earliest=-30d@d latest=now,2025-09-18T18:57:07
give me warning file deletion events by user jsmith on db-prod-02 last 30 days in event viewer,deletion,last30d,jsmith,windows,*,db-prod-02,warning,*,action=deletion user=jsmith source=windows hostname=db-prod-02 severity=warning earliest=-30d@d latest=now,2025-09-05T18:57:07
list delete events by user anonymous in the last 24 hours in server,deletion,today,anonymous,host,*,*,*,*,action=deletion user=anonymous source=host earliest=@d latest=now,2025-10-04T18:05:07
give me file deletion events by user alice last 7 days in windows event log,deletion,last7d,alice,windows,*,*,*,*,action=deletion user=alice source=windows earliest=-7d@d latest=now,2025-10-03T18:57:07
display crash events by user anonymous from ip 192.168.1.100 last 24 hours in database,error,last24h,anonymous,database,192.168.1.100,*,*,*,action=error user=anonymous source=database src_ip=192.168.1.100 earliest=-24h latest=now,2025-10-04T17:57:07
display informational auth success events from ip 10.10.10.5 since yesterday in windows,success,last24h,*,windows,10.10.10.5,*,info,*,action=success source=windows src_ip=10.10.10.5 severity=info earliest=-24h latest=now,2025-10-03T22:57:07
give me auth failure events by user alice from ip 10.10.10.5 on firewall-01 last hour in firewall logs,failure,last1h,alice,firewall,10.10.10.5,firewall-01,*,*,action=failure user=alice source=firewall src_ip=10.10.10.5 hostname=firewall-01 earliest=-60m latest=now,2025-10-04T18:17:07
show me logout events by user root with status 500 last 24 hours in network security,logout,last24h,root,firewall,*,*,*,500,action=logout user=root source=firewall status_code=500 earliest=-24h latest=now,2025-10-04T09:57:07
show me info download events by user root last 30 days in database,download,last30d,root,database,*,*,info,*,action=download user=root source=database severity=info earliest=-30d@d latest=now,2025-09-14T18:57:07
show me login events by user admin from ip 10.0.0.1 since yesterday in authentication log,login,last24h,admin,auth,10.0.0.1,*,*,*,action=login user=admin source=auth src_ip=10.0.0.1 earliest=-24h latest=now,2025-10-04T09:57:07
display logout events by user jsmith from ip 192.168.1.100 since midnight in firewall,logout,today,jsmith,firewall,192.168.1.100,*,*,*,action=logout user=jsmith source=firewall src_ip=192.168.1.100 earliest=@d latest=now,2025-10-04T18:48:07
pull up restart events on app-server-03 this week in ssh,restart,last7d,*,ssh,*,app-server-03,*,*,action=restart source=ssh hostname=app-server-03 earliest=-7d@d latest=now,2025-09-30T18:57:07
give me err request events by user root from ip 192.168.0.1 last 30 days in database,access,last30d,root,database,192.168.0.1,*,error,*,action=access user=root source=database src_ip=192.168.0.1 severity=error earliest=-30d@d latest=now,2025-09-16T18:57:07
show me error service restart events on web-server-01 last 24 hours in event viewer,restart,last24h,*,windows,*,web-server-01,error,*,action=restart source=windows hostname=web-server-01 severity=error earliest=-24h latest=now,2025-10-03T19:57:07
pull up warn sign off events by user alice past week in file system,logout,last7d,alice,filesystem,*,*,warning,*,action=logout user=alice source=filesystem severity=warning earliest=-7d@d latest=now,2025-09-30T18:57:07
